eDNA.sample,rep,Run,taxa,nReads,Transect,position,depth,lat,lon,Profile
1210,2,1,Engraulidae%Engraulis%Engraulis mordax,44,67,1,0,45.39631833,-124.0406283,Surface
1210,2,1,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,5293,67,1,0,45.39631833,-124.0406283,Surface
1210,2,1,Paralichthyidae%Citharichthys%NA,746,67,1,0,45.39631833,-124.0406283,Surface
1219,1,2,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,56182,67,3,291,45.39612167,-124.4226133,Bottom
1219,1,2,Anoplopomatidae%NA%NA,4602,67,3,291,45.39612167,-124.4226133,Bottom
1219,1,2,Myctophidae%Diaphus%Diaphus theta,2097,67,3,291,45.39612167,-124.4226133,Bottom
1219,1,2,Osmeridae%NA%NA,7072,67,3,291,45.39612167,-124.4226133,Bottom
1219,1,2,Scombridae%Scomber%Scomber japonicus,50304,67,3,291,45.39612167,-124.4226133,Bottom
1219,2,2,Merlucciidae%Merluccius%Merluccius productus,89067,67,3,291,45.39612167,-124.4226133,Bottom
1219,2,2,Merlucciidae%Merluccius%NA,20399,67,3,291,45.39612167,-124.4226133,Bottom
1219,2,2,Myctophidae%Diaphus%Diaphus theta,41577,67,3,291,45.39612167,-124.4226133,Bottom
1219,2,2,Myctophidae%Diaphus%NA,1073,67,3,291,45.39612167,-124.4226133,Bottom
1219,2,2,Squalidae%Squalus%Squalus acanthias,19094,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Carangidae%Trachurus%Trachurus symmetricus,16,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Cichlidae%NA%NA,11346,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Cichlidae%Oreochromis%Oreochromis niloticus x Oreochromis aureus,37833,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Merlucciidae%Merluccius%Merluccius productus,26859,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Merlucciidae%Merluccius%NA,5613,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Scombridae%Scomber%Scomber japonicus,13,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Zoarcidae%Lycodapus%Lycodapus mandibularis,5702,67,3,291,45.39612167,-124.4226133,Bottom
1220,1,2,Zoarcidae%NA%NA,323,67,3,291,45.39612167,-124.4226133,Bottom
1220,2,2,Merlucciidae%Merluccius%Merluccius productus,93206,67,3,291,45.39612167,-124.4226133,Bottom
1220,2,2,Merlucciidae%Merluccius%NA,21129,67,3,291,45.39612167,-124.4226133,Bottom
1220,2,2,Myctophidae%Diaphus%Diaphus theta,11328,67,3,291,45.39612167,-124.4226133,Bottom
1220,2,2,Pleuronectidae%Lyopsetta%Lyopsetta exilis,9470,67,3,291,45.39612167,-124.4226133,Bottom
1220,2,2,Pleuronectidae%NA%NA,6643,67,3,291,45.39612167,-124.4226133,Bottom
1220,2,2,Sebastidae%Sebastes%Sebastes polyspinis|variabilis|ciliatus|crameri,10278,67,3,291,45.39612167,-124.4226133,Bottom
1225,1,1,Anoplopomatidae%NA%NA,11793,67,3,50,45.39612167,-124.4226133,MidWater
1225,1,1,Clupeidae%Clupea%Clupea pallasii,10344,67,3,50,45.39612167,-124.4226133,MidWater
1225,1,1,Sebastidae%NA%NA,1154,67,3,50,45.39612167,-124.4226133,MidWater
1225,1,1,Sebastidae%Sebastes%NA,1308,67,3,50,45.39612167,-124.4226133,MidWater
1225,1,1,Sebastidae%Sebastes%Sebastes entomelas,21324,67,3,50,45.39612167,-124.4226133,MidWater
1225,1,1,Sebastidae%Sebastes%Sebastes entomelas|mystinus,9436,67,3,50,45.39612167,-124.4226133,MidWater
1228,1,2,Belonidae%Cololabis%Cololabis saira,952,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Carangidae%Trachurus%Trachurus symmetricus,1934,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Carcharhinidae%Prionace%Prionace glauca,230,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Clupeidae%Clupea%Clupea pallasii,15,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Clupeidae%Sardinops%Sardinops sagax,9,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Engraulidae%Engraulis%Engraulis mordax,1100,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,101,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,10745,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Paralichthyidae%Citharichthys%NA,134,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,30,67,3,0,45.39612167,-124.4226133,Surface
1228,1,2,Scombridae%Scomber%Scomber japonicus,106,67,3,0,45.39612167,-124.4226133,Surface
1228,2,2,Belonidae%Cololabis%Cololabis saira,238,67,3,0,45.39612167,-124.4226133,Surface
1228,2,2,Carangidae%Trachurus%Trachurus symmetricus,557,67,3,0,45.39612167,-124.4226133,Surface
1228,2,2,Engraulidae%Engraulis%Engraulis mordax,557,67,3,0,45.39612167,-124.4226133,Surface
1228,2,2,Merlucciidae%Merluccius%Merluccius productus,11,67,3,0,45.39612167,-124.4226133,Surface
1228,2,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,11810,67,3,0,45.39612167,-124.4226133,Surface
1228,2,2,Paralichthyidae%Citharichthys%NA,883,67,3,0,45.39612167,-124.4226133,Surface
1265,1,2,Carangidae%Trachurus%Trachurus symmetricus,8,67,7,500,45.398275,-125.0283033,Bottom
1265,1,2,Centrolophidae%Icichthys%Icichthys lockingtoni,3,67,7,500,45.398275,-125.0283033,Bottom
1265,1,2,Clupeidae%Sardinops%Sardinops sagax,5,67,7,500,45.398275,-125.0283033,Bottom
1265,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,33,67,7,500,45.398275,-125.0283033,Bottom
1265,1,2,Scombridae%NA%NA,5352,67,7,500,45.398275,-125.0283033,Bottom
1265,1,2,Scombridae%Thunnus%Thunnus alalunga|obesus,56731,67,7,500,45.398275,-125.0283033,Bottom
1265,2,2,Scombridae%NA%NA,13091,67,7,500,45.398275,-125.0283033,Bottom
1265,2,2,Scombridae%Thunnus%Thunnus alalunga|obesus,118911,67,7,500,45.398275,-125.0283033,Bottom
1266,1,2,Pleuronectidae%NA%NA,11,67,7,500,45.398275,-125.0283033,Bottom
1273,1,1,Stomiidae%Tactostoma%Tactostoma macropus,93922,67,7,50,45.398275,-125.0283033,Surface
1273,2,1,Myctophidae%Stenobrachius%NA,2068,67,7,50,45.398275,-125.0283033,Surface
1273,2,1,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,3150,67,7,50,45.398275,-125.0283033,Surface
1273,2,1,Zoarcidae%NA%NA,3,67,7,50,45.398275,-125.0283033,Surface
1274,1,1,Myctophidae%Diaphus%NA,61845,67,7,50,45.398275,-125.0283033,Surface
1274,1,1,Myctophidae%NA%NA,1156,67,7,50,45.398275,-125.0283033,Surface
1274,1,1,Myctophidae%Stenobrachius%NA,40227,67,7,50,45.398275,-125.0283033,Surface
1274,1,1,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,23562,67,7,50,45.398275,-125.0283033,Surface
1274,2,2,Scombridae%NA%NA,2941,67,7,50,45.398275,-125.0283033,Surface
1274,2,2,Scombridae%Thunnus%Thunnus alalunga|obesus,59035,67,7,50,45.398275,-125.0283033,Surface
1535,1,1,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,2027,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Belonidae%Cololabis%Cololabis saira,4088,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Carangidae%Trachurus%Trachurus symmetricus,1793,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Clupeidae%Alosa%Alosa fallax,131,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Engraulidae%NA%NA,274,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Molidae%Mola%Mola mola,1519,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Molidae%NA%NA,662,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Salmonidae%Oncorhynchus%NA,7988,77,1,0,47.063255,-124.396465,Surface
1535,1,1,Salmonidae%Oncorhynchus%Oncorhynchus keta,43226,77,1,0,47.063255,-124.396465,Surface
1535,2,1,Alopiidae%Isurus%Isurus oxyrinchus,751,77,1,0,47.063255,-124.396465,Surface
1535,2,1,Engraulidae%NA%NA,186,77,1,0,47.063255,-124.396465,Surface
1535,2,1,Merlucciidae%Merluccius%Merluccius productus,172,77,1,0,47.063255,-124.396465,Surface
1535,2,1,Molidae%Mola%Mola mola,618,77,1,0,47.063255,-124.396465,Surface
1535,2,1,Salmonidae%NA%NA,81,77,1,0,47.063255,-124.396465,Surface
1535,2,1,Salmonidae%Oncorhynchus%NA,1187,77,1,0,47.063255,-124.396465,Surface
1535,2,1,Salmonidae%Oncorhynchus%Oncorhynchus keta,47164,77,1,0,47.063255,-124.396465,Surface
1537,1,1,Osmeridae%NA%NA,527,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Osmeridae%Thaleichthys%Thaleichthys pacificus,3888,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,11318,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Paralichthyidae%Citharichthys%NA,1783,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Pleuronectidae%Isopsetta%Isopsetta isolepis,18495,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Pleuronectidae%Microstomus%Microstomus pacificus,3020,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Pleuronectidae%NA%NA,4262,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Rajidae%Raja%NA,3379,77,1,50,47.063255,-124.396465,Bottom
1537,1,1,Rajidae%Raja%Raja binoculata,7258,77,1,50,47.063255,-124.396465,Bottom
1537,2,1,Engraulidae%NA%NA,35,77,1,50,47.063255,-124.396465,Bottom
1537,2,1,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,693,77,1,50,47.063255,-124.396465,Bottom
1537,2,1,Paralichthyidae%Citharichthys%NA,88,77,1,50,47.063255,-124.396465,Bottom
1537,2,1,Pleuronectidae%NA%NA,1631,77,1,50,47.063255,-124.396465,Bottom
1537,2,1,Rajidae%Raja%NA,193,77,1,50,47.063255,-124.396465,Bottom
1537,2,1,Rajidae%Raja%Raja binoculata,441,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Belonidae%Cololabis%Cololabis saira,768,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Carangidae%Trachurus%Trachurus symmetricus,5280,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,9,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,2683,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Paralichthyidae%Citharichthys%NA,878,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Pholidae%Pholis%NA,319,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Pleuronectidae%Eopsetta%Eopsetta jordani,379,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,587,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,9327,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Pleuronectidae%NA%NA,9068,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Rajidae%Raja%Raja binoculata,10896,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Salmonidae%NA%NA,1001,77,1,50,47.063255,-124.396465,Bottom
1538,1,2,Squalidae%Squalus%Squalus acanthias,82,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Carangidae%Trachurus%Trachurus symmetricus,1636,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,12,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Clupeidae%Clupea%Clupea pallasii,10254,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Cottidae%Leptocottus%Leptocottus armatus,6913,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Engraulidae%Engraulis%Engraulis mordax,432,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Engraulidae%NA%NA,2,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Gadidae%Microgadus%NA,1987,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,61,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,9358,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Paralichthyidae%Citharichthys%NA,1152,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,42689,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Pleuronectidae%NA%NA,27223,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Rajidae%Raja%NA,2668,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Rajidae%Raja%Raja binoculata,42458,77,1,50,47.063255,-124.396465,Bottom
1538,2,2,Squalidae%Squalus%Squalus acanthias,562,77,1,50,47.063255,-124.396465,Bottom
1538,3,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,952,77,1,50,47.063255,-124.396465,Bottom
1538,3,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1934,77,1,50,47.063255,-124.396465,Bottom
1538,3,2,Paralichthyidae%Citharichthys%NA,1675,77,1,50,47.063255,-124.396465,Bottom
1538,3,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,4024,77,1,50,47.063255,-124.396465,Bottom
1538,3,2,Pleuronectidae%NA%NA,2103,77,1,50,47.063255,-124.396465,Bottom
1538,3,2,Rajidae%Raja%NA,436,77,1,50,47.063255,-124.396465,Bottom
1538,3,2,Rajidae%Raja%Raja binoculata,1135,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Alopiidae%Lamna%Lamna ditropis,233,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Carangidae%NA%NA,32,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Carangidae%Trachurus%NA,231,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Carangidae%Trachurus%Trachurus symmetricus,12282,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Chimaeridae%Hydrolagus%Hydrolagus colliei,176,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,7895,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Paralichthyidae%Citharichthys%NA,3202,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Pleuronectidae%Eopsetta%Eopsetta jordani,2859,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,10505,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Pleuronectidae%NA%NA,13723,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Rajidae%Raja%NA,717,77,1,50,47.063255,-124.396465,Bottom
1538,4,2,Rajidae%Raja%Raja binoculata,16127,77,1,50,47.063255,-124.396465,Bottom
1539,1,2,Carangidae%Trachurus%Trachurus symmetricus,3418,77,1,25,47.063255,-124.396465,MidWater
1539,1,2,Gadidae%Microgadus%Microgadus proximus,4850,77,1,25,47.063255,-124.396465,MidWater
1539,1,2,Merlucciidae%Merluccius%Merluccius productus,1116,77,1,25,47.063255,-124.396465,MidWater
1539,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,69,77,1,25,47.063255,-124.396465,MidWater
1539,1,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,2038,77,1,25,47.063255,-124.396465,MidWater
1539,1,2,Pleuronectidae%NA%NA,4401,77,1,25,47.063255,-124.396465,MidWater
1539,1,2,Rajidae%Raja%Raja binoculata,496,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Carangidae%Trachurus%Trachurus symmetricus,6881,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Gadidae%Microgadus%Microgadus proximus,6929,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Merlucciidae%Merluccius%Merluccius productus,314,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Myctophidae%Diaphus%Diaphus theta,1010,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Osmeridae%NA%NA,3076,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,735,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Paralichthyidae%Citharichthys%NA,332,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Rajidae%Raja%Raja binoculata,3710,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Salmonidae%NA%NA,2595,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Salmonidae%Oncorhynchus%NA,186,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,2699,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Sebastidae%Sebastes%NA,104,77,1,25,47.063255,-124.396465,MidWater
1539,2,2,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,7097,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Myctophidae%Diaphus%Diaphus theta,42,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1620,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Paralichthyidae%Citharichthys%NA,500,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,405,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,4984,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Pleuronectidae%Microstomus%Microstomus pacificus,342,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Pleuronectidae%NA%NA,5019,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Pleuronectidae%Pleuronichthys%Pleuronichthys decurrens,353,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Rajidae%Raja%Raja binoculata,2603,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Rajidae%Raja%Raja rhina,189,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Sebastidae%Sebastes%NA,68,77,1,25,47.063255,-124.396465,MidWater
1540,1,2,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,867,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Cottidae%NA%NA,2253,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Engraulidae%NA%NA,7,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Gadidae%Microgadus%Microgadus proximus,2579,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Merlucciidae%Merluccius%Merluccius productus,740,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Osmeridae%NA%NA,339,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Osmeridae%Thaleichthys%Thaleichthys pacificus,1834,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,21,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1131,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Paralichthyidae%Citharichthys%NA,216,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,8581,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Pleuronectidae%NA%NA,9111,77,1,25,47.063255,-124.396465,MidWater
1540,2,2,Rajidae%Raja%Raja binoculata,2320,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Myctophidae%Diaphus%Diaphus theta,287,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,79,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,7774,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Paralichthyidae%Citharichthys%NA,1939,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Paralichthyidae%NA%NA,257,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,5334,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Pleuronectidae%Isopsetta%Isopsetta isolepis,18307,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Pleuronectidae%Microstomus%Microstomus pacificus,4379,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Pleuronectidae%NA%NA,22251,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Rajidae%Raja%NA,855,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Rajidae%Raja%Raja binoculata,15637,77,1,25,47.063255,-124.396465,MidWater
1540,3,2,Squalidae%Squalus%Squalus acanthias,2541,77,1,25,47.063255,-124.396465,MidWater
1541,1,2,Clupeidae%Clupea%Clupea pallasii,11014,77,2,0,47.06391667,-124.8705967,Surface
1541,1,2,Engraulidae%Engraulis%Engraulis mordax,2949,77,2,0,47.06391667,-124.8705967,Surface
1541,1,2,Engraulidae%NA%NA,308,77,2,0,47.06391667,-124.8705967,Surface
1541,1,2,Merlucciidae%Merluccius%Merluccius productus,615,77,2,0,47.06391667,-124.8705967,Surface
1541,1,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,1249,77,2,0,47.06391667,-124.8705967,Surface
1541,1,2,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,10073,77,2,0,47.06391667,-124.8705967,Surface
1543,1,2,Clupeidae%Alosa%Alosa fallax,1020,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Clupeidae%Alosa%NA,212,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Clupeidae%Sardinops%Sardinops sagax,117,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Hexagrammidae%Ophiodon%Ophiodon elongatus,18185,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Merlucciidae%Merluccius%Merluccius productus,17945,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Merlucciidae%Merluccius%NA,1945,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Myctophidae%Diaphus%Diaphus theta,13939,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,6,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Pleuronectidae%Atheresthes%Atheresthes evermanni|stomias,10423,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Pleuronectidae%Atheresthes%NA,2571,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Sebastidae%Sebastes%Sebastes elongatus,11024,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,5486,77,2,143,47.06391667,-124.8705967,Bottom
1543,1,2,Zoarcidae%NA%NA,76831,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Clupeidae%Alosa%Alosa fallax,833,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Clupeidae%Alosa%NA,475,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,3514,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Merlucciidae%Merluccius%Merluccius productus,25251,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Merlucciidae%Merluccius%NA,1474,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Pleuronectidae%Atheresthes%Atheresthes evermanni|stomias,19100,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Pleuronectidae%Atheresthes%NA,811,77,2,143,47.06391667,-124.8705967,Bottom
1543,2,2,Zoarcidae%NA%NA,122386,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,5792,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Hexagrammidae%Ophiodon%Ophiodon elongatus,15006,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Merlucciidae%Merluccius%Merluccius productus,2457,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Merlucciidae%Merluccius%NA,40,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,3,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Pleuronectidae%Lyopsetta%Lyopsetta exilis,12162,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Pleuronectidae%Microstomus%Microstomus pacificus,8778,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Pleuronectidae%NA%NA,3442,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Squalidae%Squalus%Squalus acanthias,5896,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Stichaeidae%Poroclinus%Poroclinus rothrocki,1715,77,2,143,47.06391667,-124.8705967,Bottom
1544,1,2,Zoarcidae%NA%NA,38957,77,2,143,47.06391667,-124.8705967,Bottom
1544,2,2,Bathylagidae%NA%NA,660,77,2,143,47.06391667,-124.8705967,Bottom
1544,2,2,Pleuronectidae%NA%NA,17671,77,2,143,47.06391667,-124.8705967,Bottom
1544,2,2,Squalidae%Squalus%Squalus acanthias,20702,77,2,143,47.06391667,-124.8705967,Bottom
1544,2,2,Zoarcidae%NA%NA,91997,77,2,143,47.06391667,-124.8705967,Bottom
1547,1,1,Carangidae%Trachurus%NA,1396,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Carangidae%Trachurus%Trachurus symmetricus,1348,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Clupeidae%Clupea%Clupea pallasii,3844,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Cottidae%NA%NA,66140,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Merlucciidae%Merluccius%Merluccius productus,6650,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Merlucciidae%Merluccius%NA,689,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Paralichthyidae%Citharichthys%NA,7862,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Paralichthyidae%NA%NA,96,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Salmonidae%Oncorhynchus%NA,192,77,2,50,47.06391667,-124.8705967,MidWater
1547,1,1,Salmonidae%Oncorhynchus%Oncorhynchus keta,6765,77,2,50,47.06391667,-124.8705967,MidWater
1548,1,1,Carangidae%Trachurus%NA,89,77,2,50,47.06391667,-124.8705967,MidWater
1548,1,1,Carangidae%Trachurus%Trachurus symmetricus,4606,77,2,50,47.06391667,-124.8705967,MidWater
1548,1,1,Cichlidae%NA%NA,211,77,2,50,47.06391667,-124.8705967,MidWater
1548,1,1,Cichlidae%Oreochromis%Oreochromis niloticus x Oreochromis aureus,3754,77,2,50,47.06391667,-124.8705967,MidWater
