eDNA.sample,rep,class,order,taxon,nReads
1273,2,Actinopteri,Perciformes,Zoarcidae%NA%NA,3
1274,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,64799
1274,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,41383
1274,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,23562
1274,1,Actinopteri,Stomiiformes,Stomiidae%Aristostomias%Aristostomias scintillans,867
1274,2,Actinopteri,Scombriformes,Scombridae%NA%NA,2941
1274,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,59035
1535,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,4088
1535,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1793
1535,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,131
1535,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,274
1535,1,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,2027
1535,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,51214
1535,1,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,2834
1535,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,186
1535,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,172
1535,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,48432
1535,2,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,1291
1535,2,Chondrichthyes,Lamniformes,Alopiidae%Isurus%Isurus oxyrinchus,751
1537,1,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus,4415
1537,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,11318
1537,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1783
1537,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,18495
1537,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,3111
1537,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,4171
1537,1,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,3379
1537,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,7258
1537,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,35
1537,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,693
1537,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,88
1537,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,820
1537,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,811
1537,2,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,193
1537,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,441
1538,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,768
1538,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,5268
1538,1,Actinopteri,Perciformes,Pholidae%Pholis%NA,319
1538,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,6
1538,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,2683
1538,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,880
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,379
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,587
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,9327
1538,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,9078
1538,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,1001
1538,1,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,9
1538,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,10896
1538,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,82
1538,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1594
1538,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,10254
1538,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,432
1538,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,2
1538,2,Actinopteri,Gadiformes,Gadidae%Microgadus%NA,1987
1538,2,Actinopteri,Perciformes,Cottidae%Leptocottus%Leptocottus armatus,6913
1538,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,61
1538,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,9358
1538,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1152
1538,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,42689
1538,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,27223
1538,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,12
1538,2,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,2436
1538,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,42690
1538,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,562
1538,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,952
1538,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1934
1538,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1675
1538,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,4024
1538,3,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,2103
1538,3,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,436
1538,3,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,1135
1538,4,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,263
1538,4,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,12262
1538,4,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,7895
1538,4,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,3202
1538,4,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,2859
1538,4,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,10505
1538,4,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,13734
1538,4,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,176
1538,4,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,233
1538,4,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,505
1538,4,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,16339
1539,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,3413
1539,1,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,4850
1539,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1116
1539,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,69
1539,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,2038
1539,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,4401
1539,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,496
1539,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,6870
1539,2,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,6929
1539,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,314
1539,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,1089
1539,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,3076
1539,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,104
1539,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,7097
1539,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,735
1539,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,332
1539,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,2595
1539,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,2857
1539,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,3710
1540,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,42
1540,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,68
1540,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,867
1540,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1620
1540,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,500
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,405
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,5421
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,342
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,4582
1540,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Pleuronichthys%Pleuronichthys decurrens,353
1540,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,2603
1540,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,189
1540,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,7
1540,2,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,2579
1540,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,740
1540,2,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus,2173
1540,2,Actinopteri,Perciformes,Cottidae%NA%NA,2253
1540,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,21
1540,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1131
1540,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,216
1540,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,8581
1540,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,9111
1540,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,2320
1540,3,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,343
1540,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,530
1540,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,7774
1540,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1745
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,5601
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,18307
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,4849
1540,3,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,21514
1540,3,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,708
1540,3,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,15784
1540,3,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,2541
1541,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,11014
1541,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,2949
1541,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,308
1541,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,615
1541,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,10073
1541,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,1249
1543,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,1020
1543,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%NA,212
1543,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,117
1543,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,19890
1543,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,14214
1543,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,18185
1543,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,11024
1543,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,5486
1543,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,76831
1543,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,6
1543,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%Atheresthes evermanni|stomias,10423
1543,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%NA,2571
1543,2,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,833
1543,2,Actinopteri,Clupeiformes,Clupeidae%Alosa%NA,475
1543,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,26725
1543,2,Actinopteri,Perciformes,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,3514
1543,2,Actinopteri,Perciformes,Zoarcidae%NA%NA,122386
1543,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%Atheresthes evermanni|stomias,19100
1543,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%NA,811
1544,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,2497
1544,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,3
1544,1,Actinopteri,Perciformes,Cryptacanthodidae%Cryptacanthodes%Cryptacanthodes giganteus,5792
1544,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,15006
1544,1,Actinopteri,Perciformes,Stichaeidae%Poroclinus%Poroclinus rothrocki,1715
1544,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,38957
1544,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,14091
1544,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,10291
1544,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,5896
1544,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,41896
1544,2,Actinopteri,Perciformes,Zoarcidae%NA%NA,91997
1544,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,17671
1544,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,20702
1547,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1396
1547,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1348
1547,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,3844
1547,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,7339
1547,1,Actinopteri,Perciformes,Cottidae%NA%NA,66142
1547,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,7958
1547,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,6957
1548,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,89
1548,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,4606
1548,1,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,211
1548,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%Alosa fallax,2557
1548,1,Actinopteri,Clupeiformes,Clupeidae%Alosa%NA,118
1548,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,13337
1548,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1509
1548,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,3671
1548,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,3773
1548,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,1685
1548,1,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,3447
1548,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,26033
1548,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,45
1548,2,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,5577
1548,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,423
1548,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,16
1548,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,34
1548,2,Actinopteri,Scombriformes,Scombridae%Scomber%NA,60687
1573,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,4879
1573,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,350
1573,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,8630
1573,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,11033
1573,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,3972
1573,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,504
1573,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,1006
1573,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,6069
1573,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,339
1573,1,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,586
1573,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,13175
1573,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,17732
1573,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,608
1573,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,5714
1573,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,5473
1573,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1100
1573,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,4524
1573,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,602
1573,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,3296
1573,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,180
1573,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,1166
1574,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,96
1574,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,2113
1574,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,1630
1574,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,543
1574,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,10255
1574,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,17300
1574,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,11515
1574,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,585
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1909
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,7746
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,442
1574,1,Actinopteri,Perciformes,Sebastidae%Sebastolobus%Sebastolobus altivelis,839
1574,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,2400
1574,1,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,1879
1574,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,1865
1574,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,354
1574,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,4179
1574,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,2907
1574,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,282
1574,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,9551
1574,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,829
1574,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,1927
1574,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,2448
1574,2,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,2138
1575,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,112047
1575,1,Actinopteri,Scombriformes,Scombridae%NA%NA,10361
1575,1,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,56801
1719,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,49736
1719,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,4812
1719,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1481
1719,1,Actinopteri,Salmoniformes,Salmonidae%Salvelinus%NA,158
1719,1,Actinopteri,Salmoniformes,Salmonidae%Salvelinus%Salvelinus environmental|leucomaenis|fontinalis,2257
1719,1,Hexanauplia,Pedunculata,Pollicipedidae%Pollicipes%Pollicipes polymerus,13
1719,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,1950
1719,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,651
1719,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,202
1719,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,453
1719,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,157
1719,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Psettichthys%Psettichthys melanostictus,5854
1723,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,288828
1725,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3088
1725,1,Actinopteri,Perciformes,Cottidae%NA%NA,7921
1725,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,41
1725,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,150863
1725,1,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,114
1725,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,5682
1725,2,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus,3
1725,2,Actinopteri,Perciformes,Cottidae%NA%NA,14046
1725,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,50
1725,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,31
1725,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,259825
1725,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,214
1755,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,19003
1755,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,55487
1755,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,14782
1755,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,7814
1755,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,55702
1755,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,314
1755,2,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,20734
1755,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,111367
1755,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,111
1755,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,503
1755,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,370
1755,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150000|glaucus|matsubarae|vulpes|aleutianus|trivittatus|borealis|proriger|diploproa,2265
1756,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,101249
1756,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,38639
1756,2,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,1320
1756,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,10187
1756,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,2262
1756,2,Actinopteri,Perciformes,Liparidae%Liparis%Liparis fucensis|callyodon,431
1769,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,765
1769,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,11424
1769,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,14340
1769,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,1283
1769,2,Actinopteri,Aulopiformes,Paralepididae%Magnisudis%Magnisudis atlantica,14
1769,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,152
1769,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,447
1769,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,23407
1769,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,19799
1769,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,614
1769,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,23
1769,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,29
1769,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,9
1769,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,4340
1769,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,122
1769,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,11
1770,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,265
1770,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,4070
1770,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,17973
1770,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,1265
