loc.id,date,year,month,day,station,transect,lat,lon
412,8/6/21,2021,8,6,x57_500.1,57,43.77816667,-124.862
413,8/6/21,2021,8,6,x57_500.2,57,43.77816667,-124.9828333
414,8/7/21,2021,8,7,x59_150,59,44.1085,-124.9028333
415,8/7/21,2021,8,7,x59_1500,59,44.113,-125.1303333
416,8/7/21,2021,8,7,x59_300,59,44.1135,-124.9673333
417,8/7/21,2021,8,7,x59_50,59,44.10766667,-124.1991667
418,8/7/21,2021,8,7,x59_500,59,44.11216667,-124.9903333
419,9/4/21,2021,9,4,x61_150,61,44.44616667,-124.7375
420,9/4/21,2021,9,4,x61_1500,61,44.44583333,-125.2501667
421,9/4/21,2021,9,4,x61_300,61,44.44583333,-124.7768333
422,9/4/21,2021,9,4,x61_50,61,44.4455,-124.1705
423,9/4/21,2021,9,4,x61_500,61,44.4435,-124.9168333
424,9/4/21,2021,9,4,x61_500.12,61,44.447,-125.0855
425,9/5/21,2021,9,5,x60_RF1,60,44.275,-124.8475
426,9/5/21,2021,9,5,x60_RF2,60,44.27766667,-124.8951667
427,9/5/21,2021,9,5,x60_method1,60,44.27783333,-124.9201667
428,9/5/21,2021,9,5,x60_method2,60,44.27766667,-124.9173333
429,9/6/21,2021,9,6,x63_1500,63,44.77816667,-125.2925
430,9/6/21,2021,9,6,x63_500,63,44.782,-124.8556667
431,9/6/21,2021,9,6,x63_500.1,63,44.777,-124.9726667
432,9/7/21,2021,9,7,x63_150,63,44.77516667,-124.455
433,9/7/21,2021,9,7,x63_300,63,44.77583333,-124.6113333
434,9/7/21,2021,9,7,x63_50,63,44.778,-124.1185
435,9/8/21,2021,9,8,x65_150,65,45.10966667,-124.225
436,9/8/21,2021,9,8,x65_300,65,45.10916667,-124.3746667
437,9/8/21,2021,9,8,x65_50,65,45.11066667,-124.0456667
438,9/8/21,2021,9,8,x65_500,65,45.11033333,-124.7716667
439,9/9/21,2021,9,9,x65_1500,65,45.11166667,-125.0758333
440,9/9/21,2021,9,9,x65_500.1,65,45.1125,-124.8903333
441,9/9/21,2021,9,9,x65_500.2,65,45.1105,-125.0075
442,9/10/21,2021,9,10,x67_150,67,45.443,-124.226
443,9/10/21,2021,9,10,x67_300,67,45.44416667,-124.4538333
444,9/10/21,2021,9,10,x67_50,67,45.44533333,-124.0308333
445,9/10/21,2021,9,10,x67_500,67,45.44483333,-124.7266667
446,9/10/21,2021,9,10,x67_500.1,67,45.4445,-124.844
447,9/11/21,2021,9,11,x69_150,69,45.77783333,-124.374
448,9/11/21,2021,9,11,x69_1500,69,45.77916667,-125.0981667
449,9/11/21,2021,9,11,x69_300,69,45.77883333,-124.693
450,9/11/21,2021,9,11,x69_500,69,45.77816667,-124.7795
451,9/12/21,2021,9,12,x71_150,71,46.10983333,-124.5813333
452,9/12/21,2021,9,12,x71_300,71,46.1125,-124.6981667
453,9/12/21,2021,9,12,x71_50,71,46.112,-124.0956667
454,9/12/21,2021,9,12,x71_500,71,46.11233333,-124.7448333
455,9/12/21,2021,9,12,x71_500.1,71,46.112,-124.864
456,9/12/21,2021,9,12,x71_500.2,71,46.111,-124.9816667
457,9/13/21,2021,9,13,x73_150,73,46.44516667,-124.5156667
458,9/13/21,2021,9,13,x73_1500,73,46.44433333,-124.9656667
459,9/13/21,2021,9,13,x73_300,73,46.44533333,-124.5443333
460,9/13/21,2021,9,13,x73_50,73,46.44433333,-124.2533333
461,9/13/21,2021,9,13,x73_500,73,46.4455,-124.574
462,9/14/21,2021,9,14,x75_150,75,46.77766667,-124.738
463,9/14/21,2021,9,14,x75_1500,75,46.7785,-125.3155
464,9/14/21,2021,9,14,x75_300,75,46.77933333,-124.8625
465,9/14/21,2021,9,14,x75_50,75,46.77866667,-124.2913333
466,9/14/21,2021,9,14,x75_500,75,46.778,-124.905
467,9/14/21,2021,9,14,x75_500.1,75,46.77866667,-125.0285
468,9/14/21,2021,9,14,x75_500.2,75,46.779,-125.1478333
469,9/15/21,2021,9,15,x77_150,77,47.111,-124.9111667
470,9/15/21,2021,9,15,x77_1500,77,47.10783333,-125.1488333
471,9/15/21,2021,9,15,x77_300,77,47.11116667,-124.9851667
472,9/15/21,2021,9,15,x77_500,77,47.11016667,-125.002
473,9/15/21,2021,9,15,x77_500.1,77,47.1085,-125.1253333
474,9/16/21,2021,9,16,x77_50,77,47.1095,-124.3996667
475,9/16/21,2021,9,16,x79_150,79,47.44216667,-124.805
476,9/16/21,2021,9,16,x79_300,79,47.4445,-124.8333333
477,9/16/21,2021,9,16,x79_50,79,47.44383333,-124.5573333
478,9/16/21,2021,9,16,x79_500,79,47.44466667,-124.8476667
479,9/16/21,2021,9,16,x79_500.1,79,47.4425,-124.9656667
480,9/17/21,2021,9,17,x79_1500,79,47.44966667,-125.6023333
481,9/17/21,2021,9,17,x79_500.2,79,47.44516667,-125.096
482,9/17/21,2021,9,17,x79_500.4,79,47.44366667,-125.345
483,9/17/21,2021,9,17,x79_500.5,79,47.44533333,-125.4611667
484,9/20/21,2021,9,20,x83_150,83,48.1115,-125.5751667
485,9/20/21,2021,9,20,x83_300,83,48.11133333,-125.742
486,9/20/21,2021,9,20,x83_500,83,48.11133333,-125.782
487,9/20/21,2021,9,20,x83_500.1,83,48.11133333,-125.9065
488,9/20/21,2021,9,20,x83_500.2,83,48.11133333,-126.0323333
489,9/21/21,2021,9,21,x85_150,85,48.4425,-125.8926667
490,9/21/21,2021,9,21,x85_300,85,48.44933333,-126.148
491,9/21/21,2021,9,21,x85_50,85,48.4445,-124.752
492,8/6/21,2021,8,6,x57_50,57,43.776,-124.2294167
