"","year","sample","station","depth_cat","dilution","Latitude","Longitude"
"432",2019,1591,"79-8",150,1,47.3971666666667,-125.309606666667
"433",2019,1625,"79-5",500,1,47.3975433333333,-124.941671666667
"434",2019,1627,"79-5",300,1,47.3975433333333,-124.941671666667
"435",2019,1629,"79-5",150,1,47.3975433333333,-124.941671666667
"436",2019,1635,"79-4",0,1,47.3960016666667,-124.821575
"437",2019,1637,"79-4",500,1,47.3960016666667,-124.821575
"438",2019,1639,"79-4",300,1,47.3960016666667,-124.821575
"439",2019,1641,"79-4",150,1,47.3960016666667,-124.821575
"440",2019,1645,"79-4",50,1,47.3960016666667,-124.821575
"441",2019,1682,"80-3",500,1,47.56287,-125.343206666667
"442",2019,1684,"80-3",300,1,47.56287,-125.343206666667
"443",2019,1686,"80-3",150,1,47.56287,-125.343206666667
"444",2019,1696,"78-MT506",500,1,47.230795,-124.907885
"445",2019,1698,"78-MT506",300,1,47.230795,-124.907885
"446",2019,1700,"78-MT506",150,1,47.230795,-124.907885
"447",2019,1735,"81-3",0,0.2,47.7307666666667,-125.1019
"448",2019,1743,"81-3",50,1,47.7307666666667,-125.1019
"449",2019,1747,"81-5",500,1,47.7310933333333,-125.247196666667
"450",2019,1749,"81-5",300,1,47.7310933333333,-125.247196666667
"451",2019,1751,"81-5",150,1,47.7310933333333,-125.247196666667
"452",2019,1771,"81-9",500,1,47.73233,-125.742555
"453",2019,1773,"81-9",300,1,47.73233,-125.742555
"454",2019,1775,"81-9",150,1,47.73233,-125.742555
"455",2019,1784,"83-10",500,1,48.0634133333333,-125.938813333333
"456",2019,1786,"83-10",300,1,48.0634133333333,-125.938813333333
"457",2019,1788,"83-10",150,1,48.0634133333333,-125.938813333333
"458",2019,1796,"83-9",500,1,48.0635816666667,-125.812083333333
"459",2019,1798,"83-9",300,1,48.0635816666667,-125.812083333333
"460",2019,1800,"83-9",150,1,48.0635816666667,-125.812083333333
"461",2019,1808,"83-8",500,1,48.0627816666667,-125.689088333333
"462",2019,1811,"83-8",300,1,48.0627816666667,-125.689088333333
"463",2019,1812,"83-8",150,1,48.0627816666667,-125.689088333333
"464",2019,1818,"83-7",0,0.2,48.0635316666667,-125.607853333333
"465",2019,1826,"83-7",50,1,48.0635316666667,-125.607853333333
"466",2019,1845,"85-15",500,1,48.3930716666667,-126.429775
"467",2019,1847,"85-15",300,1,48.3930716666667,-126.429775
"468",2019,1849,"85-15",150,1,48.3930716666667,-126.429775
"469",2019,1855,"85-14",0,0.2,48.3946866666667,-126.300226666667
"470",2019,1857,"85-14",500,1,48.3946866666667,-126.300226666667
"471",2019,1859,"85-14",300,1,48.3946866666667,-126.300226666667
"472",2019,1861,"85-14",150,1,48.3946866666667,-126.300226666667
"473",2019,1865,"85-14",50,1,48.3946866666667,-126.300226666667
"474",2019,1869,"85-13",500,1,48.39653,-126.241015
"475",2019,1871,"85-13",300,1,48.39653,-126.241015
"476",2019,1873,"85-13",150,1,48.39653,-126.241015
